英文名称,中文名称,制裁日期,是否母公司,是否上市,股票代码,备注,所在清单
"Suma Techology Co., Ltd.",,25/03/2025,,,,港企,Entity List
Stratum FT Limited,,25/03/2025,,,,港企,Entity List
Zibo Topred International Trading Company,,28/03/2025,,,,内地企业,Entity List
Silk Road Trading Company Ltd.,,28/03/2025,,,,内地企业,Entity List
"Tianjin Aerospace Zhongwei Data System Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Zhejiang Aerospace Hengjia Data Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
China Aeronautical Radio Electronics Research Institute,,28/03/2025,,,,研究所,Entity List
"Physike Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Xiâan Aerospace Tianhui Data Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
China Academy of Launch Vehicle Technology Beijing Institute of Precision Mechatronics Control Equipment,,28/03/2025,,,,研究所,Entity List
"Shaanxi Aerospace Science and Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Beijing Foundfresh Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Xiâan Sunward Aeromat Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
Air Force Engineering University,,28/03/2025,,,,高校,Entity List
"Xiâan Xiangxun Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Associated Opto-electronics (Chongqing) Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
Nanjing Fiberglass Research and Design Institute,,28/03/2025,,,,研究所,Entity List
"Xiâan Aerospace Automation Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
Chengdu Aircraft Design and Research Institute,,28/03/2025,,,,研究所,Entity List
"Chongqing Southwest Integrated Circuit Design Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Harbin Aerospace Star Data System Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Anhui Kehua Sci-Tech Trading Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
ORICAS Import and Export (Beijing) Corporation,,28/03/2025,,,,内地企业,Entity List
"Beijing Guoke Tianxun Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Beijing Graphene Institute Co., Ltd",,28/03/2025,,,,研究所,Entity List
"Singleton (Suzhou) Electronics Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Nanjing Chunhui Technology Industry Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Suzhou Changfeng Avionics Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
Chinese Academy of Sciences Technology and Engineering Center for Space Utilization,,28/03/2025,,,,研究所,Entity List
"Shanghai Aviation Electronic Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Xiâan Xiangteng Microelectronics Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Scikro (Shanghai) Instrument Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"National Inspection and Testing Holding Group Nanjing National Materials Testing Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Jiangxi Hongdu Aviation Industry Group Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Aerospace Star Technology Application Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
Aeronautics Computing Technique Research Institute,,28/03/2025,,,,研究所,Entity List
"Gyro Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Nanjing Panda Handa Technology Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
"Space Star Technology Co., Ltd.",,28/03/2025,,,,高校,Entity List
"Suzhou SIP Hi-Tech Precision Electronics Co., Ltd.",,28/03/2025,,,,内地企业,Entity List
Mohammad Reza Rajabi,,28/03/2025,,,,个人,Entity List
Ningbo Institute of Materials Technology and Engineering,,28/03/2025,,,,研究所,Entity List
"Sino IC Technology Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Hong Kong DEMX Co., Ltd.",,12/09/2025,,,,港企,Entity List
"Shanghai Fuwei Xunjie Digital Technology Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"GMC Semiconductor Technology (Wuxi) Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Shenzhen Xinlikang Supply Chain Management Co., Limited",,12/09/2025,,,,港企,Entity List
"Shanghai Fudan Microelectronics (HK) Co., Ltd.",,12/09/2025,,,,港企,Entity List
"Shanghai Fudan Microelectronics Co., Ltd.",,12/09/2025,,,,高校,Entity List
Hua Ke Logistics (HK) Limited,,12/09/2025,,,,港企,Entity List
"Shenzhen Fudan Microelectronics Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Shanghai Fukong Hualong Microsystem Technology Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Beijing Fudan Microelectronics Technology Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Shenzhen NetForward Mircroelectronics Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Sangon Biotech (Shanghai) Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Aerospace Information Research Institute, Chinese Academy of Sciences",,12/09/2025,,,,研究所,Entity List
"Beijing Tianyi Huiyuan Biotechnology Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Shanghai Suochen Information Technology Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Chengdu NetForward Microelectronics Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Chinese Academy of Sciences, National Time Service Center",,12/09/2025,,,,研究所,Entity List
"Beijing Tsingke Biotech Co., Ltd.",,12/09/2025,,,,高校,Entity List
Hua Ke Supply Chain (HK) Limited,,12/09/2025,,,,港企,Entity List
"Changzhou Netforward Microelectronics Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
"Jicun Semiconductor Technology (Shanghai) Co., Ltd.",,12/09/2025,,,,内地企业,Entity List
Changsha NetForward Electronic Technology Co. Ltd.,,12/09/2025,,,,内地企业,Entity List
"Shanghai Bitconn Electronics Co., Ltd.",,08/10/2025,,,,内地企业,Entity List
"Shandong Xin Yin Bo IOT Technology Co., Ltd.",,08/10/2025,,,,内地企业,Entity List
Shanghai Sisheng Power Control Technology Co. Ltd.,,08/10/2025,,,,内地企业,Entity List
"Beijing Plenary Technology Co., Ltd.",,08/10/2025,,,,内地企业,Entity List
Feng Bao Trading Hong Kong Ltd,,08/10/2025,,,,港企,Entity List
"Schmidt & Co., (HK) Ltd.",,08/10/2025,,,,港企,Entity List
Address 17,,08/10/2025,,,,港企,Entity List
Goodview Global,,08/10/2025,,,,内地企业,Entity List
Shanghai Langqing Electronic Technology Co.,,08/10/2025,,,,内地企业,Entity List
"Beijing Kevins Technology Development Co., Ltd.",,08/10/2025,,,,内地企业,Entity List
Address 16,,08/10/2025,,,,港企,Entity List
"Jinan Xin Yin Bo Electronic Equipment Co., Ltd.",,08/10/2025,,,,内地企业,Entity List
"Easy Fly Intelligent Technology Co., Ltd",,08/10/2025,,,,内地企业,Entity List
"Gansu Shuili Hoisting Equipment Co., Ltd.",,08/10/2025,,,,内地企业,Entity List
Address 18,,08/10/2025,,,,港企,Entity List
"Beijing Rageflight Technology Co., Ltd.",,08/10/2025,,,,内地企业,Entity List
"Feng Bao Electronic Information Technology (Shanghai) Co., Ltd.",,08/10/2025,,,,内地企业,Entity List
"Arrow Electronics (Hong Kong) Co., Ltd.",,09/10/2025,,,,港企,Entity List
