英文名称,中文名称,制裁日期,是否母公司,是否上市,股票代码,备注,所在清单
JINAN KEWEI OPTICS CO LTD,济南科唯光学有限公司,2024/06/12,0,0,,内地企业,SDN
KEKOTECH EQUIPMENT LIMITED,,2024/06/12,.,.,,港企,SDN
KVANTEK LIMITED,,2024/06/12,.,.,,港企,SDN
MILE HAO XIANG TECHNOLOGY CO LTD,弥勒浩翔科技有限公司,2024/06/12,2,0,,内地企业,SDN
NEW HORIZONS TRADING LIMITED,,2024/06/12,.,.,,港企,SDN
"CHICHENEV, Alexey",,2024/06/12,.,.,,港企,SDN
OLAX FINANCE LIMITED,,2024/06/12,.,.,,港企,SDN
PAKO INTERNATIONAL TRADING LIMITED,,2024/06/12,.,.,,港企,SDN
PENGLAI JUTAL OFFSHORE ENGINEERING HEAVY INDUSTRIES CO LTD,蓬莱巨涛海洋工程重工有限公司,2024/06/12,1,0,,内地企业,SDN
POLY TECHNOLOGIES INCORPORATED,保利科技有限公司,2024/06/12,1,0,,内地企业,SDN
SARIL OVERSEAS LIMITED,,2024/06/12,.,.,,港企,SDN
SHANDONG KI FOREST NEW ADVANCED CO LTD,山东科森新材料有限公司,2024/06/12,.,.,,内地企业,SDN
"SHANDONG OREE LASER TECHNOLOGY CO., LTD.",山东欧锐激光科技有限公司,2024/06/12,1,0,,内地企业,SDN
SHANGHAI TRANSIT INTERNATIONAL FORWARDING AGENCY,上海伏运国际货运代理有限公司,2024/06/12,1,0,,内地企业,SDN
SHENZHEN C S IM EXPORT LTD,深圳市中斯进出口有限公司,2024/06/12,0,0,,内地企业,SDN
SHENZHEN HUASHENG INDUSTRY CO LTD,深圳市华圣工业有限公司,2024/06/12,0,0,,内地企业,SDN
SHENZHEN YOUXIN TECHNOLOGY CO LTD,深圳市优信电子科技有限公司,2024/06/12,2,0,,内地企业,SDN
SUPERCHIP LIMITED,,2024/06/12,.,.,,港企,SDN
TAUBE PRECIOUS HK LIMITED,,2024/06/12,.,.,,港企,SDN
TAVIT HONG KONG CO LIMITED,,2024/06/12,.,.,,港企,SDN
VALETUDO LIMITED,,2024/06/12,.,.,,港企,SDN
VPOWER FINANCE SECURITY HONG KONG LIMITED,,2024/06/12,.,.,,港企,SDN
WAY GOOD TECHNOLOGY LIMITED,,2024/06/12,.,.,,港企,SDN
WUHAN TIANYU INFORMATION INDUSTRY CO LTD,武汉天喻信息产业股份有限公司,2024/06/12,2,2,300205.0,内地企业,SDN
YIWU XINGLU IMPORT AND EXPORT CO LTD,义乌市星路进出口有限公司,2024/06/12,0,0,,内地企业,SDN
"ZHEJIANG ZHENHUAN CNC MACHINE TOOL CO., LTD.",浙江震环数控机床股份有限公司,2024/06/12,0,0,,内地企业,SDN
DONGGUAN YUZE MACHINING TOOLS COMPANY LIMITED,东莞市钰泽机械工具有限公司,2024/06/17,0,0,,内地企业,SDN
GUANGZHOU TASNEEM TRADING COMPANY LIMITED,广州塔兹宁贸易有限公司,2024/06/17,0,0,,内地企业,SDN
"NINGBO BEILUN SAIGE MACHINE CO., LTD.",宁波北仑赛格机械有限公司,2024/06/17,0,0,,内地企业,SDN
TASNEEM TRADING COMPANY LIMITED,,2024/06/17,.,.,,港企,SDN
"BURREN CO., LIMITED",,2024/06/25,.,.,,港企,SDN
CAREGIS TRADING HK LIMITED,,2024/06/25,.,.,,港企,SDN
"CHERY STAR CO., LIMITED",,2024/06/25,.,.,,港企,SDN
CITY BASE GROUP LIMITED,,2024/06/25,.,.,,港企,SDN
COPEZZI INDUSTRIAL CO. LIMITED,,2024/06/25,.,.,,港企,SDN
DELAITE TRADING CO.,,2024/06/25,.,.,,港企,SDN
"FENGXIAN INTERNATIONAL TRADING AND 
SERVICES CO LIMITED",,2024/06/25,.,.,,港企,SDN
"GAINON CO., LIMITED",,2024/06/25,.,.,,港企,SDN
GOLDEN BRONZE LIMITED,,2024/06/25,.,.,,港企,SDN
JIANGKANG FOOD LIMITED,,2024/06/25,.,.,,港企,SDN
"JOCWA CO., LIMITED",,2024/06/25,.,.,,港企,SDN
KUMU LIMITED,,2024/06/25,.,.,,港企,SDN
"KUWAN CO., LIMITED",,2024/06/25,.,.,,港企,SDN
LZMAR TRADING LIMITED,,2024/06/25,.,.,,港企,SDN
MEISHUR LIMITED,,2024/06/25,.,.,,港企,SDN
"NET TRADING CO., LIMITED",,2024/06/25,.,.,,港企,SDN
RELAN LIMITED,,2024/06/25,.,.,,港企,SDN
ROSLAMI LIMITED ,,2024/06/25,.,.,,港企,SDN
"SAISAIPEN CO., LTD",,2024/06/25,.,.,,港企,SDN
SINO TRADE CO. LTD.,,2024/06/25,.,.,,港企,SDN
"SUESIAN CO., LIMITED",,2024/06/25,.,.,,港企,SDN
TENGLAN LIMITED,,2024/06/25,.,.,,港企,SDN
TURPAMI LIMITED,,2024/06/25,.,.,,港企,SDN
"XASTER CO., LIMITED",,2024/06/25,.,.,,港企,SDN
M AND S TRADING,,2024/07/03,.,.,,港企,SDN
"BEIJING JINGHUA QIDI ELECTRONIC TECHNOLOGY CO., LTD.",北京京华启迪电子科技有限公司,2024/07/24,0,0,,内地企业,SDN
"BEIJING SANSHUNDA ELECTRONICS SCIENCE AND 
TECHNOLOGY CO., LTD.",北京三顺达电子科技有限公司,2024/07/24,0,0,,内地企业,SDN
QIDONG HENGCHENG ELECTRONICS FACTORY ,启东市衡成电子厂,2024/07/24,0,0,,内地企业,SDN
"SHENZHEN CITY MEAN WELL ELECTRONICS CO., LTD.",深圳市明纬电器有限公司,2024/07/24,0,0,,内地企业,SDN
"YIDATONG TIANJIN METAL MATERIALS CO., LTD",意达通（天津）金属材料有限公司,2024/07/24,0,0,,内地企业,SDN
BRIGHT SHORE INC LIMITED,,2024/07/30,.,.,,港企,SDN
BTW INTERNATIONAL LIMITED,,2024/07/30,.,.,,港企,SDN
BUY BEST ELECTRONIC PARS COMPANY,,2024/07/30,.,.,,港企,SDN
CLOUD ELEMENT COMPANY LIMITED,,2024/07/30,.,.,,港企,SDN
TAS TECHNOLOGY COMPANY LIMITED,,2024/07/30,.,.,,港企,SDN
GUANGZHOU ALSHAHARI UNITED CORPORATION LIMITED,广州市沙铪丽贸易有限公司,2024/07/31,1,0,,内地企业,SDN
HONGKONG ALSHAHARI UNITED CORPORATION LIMITED,,2024/07/31,.,.,,港企,SDN
KAI HENG LONG GLOBAL ENERGY LIMITED,,2024/08/15,.,.,,港企,SDN
ACE ERA CO LIMITED,,2024/08/23,.,.,,港企,SDN
AGU INFORMATION TECHNOLOGY CO LIMITED,,2024/08/23,.,.,,港企,SDN
ALICE COMPONENTS CO LIMITED,,2024/08/23,.,.,,港企,SDN
ALLCHIPS LIMITED,,2024/08/23,.,.,,港企,SDN
ASIA MATERIAL SOLUTIONS COMPANY LIMITED,,2024/08/23,.,.,,港企,SDN
BEIJING TIMINGTRON CORPORATION,北京天美创科技有限公司,2024/08/23,0,0,,内地企业,SDN
BRIGHT UNIVERSE INTERNATIONAL LIMITED,,2024/08/23,.,.,,港企,SDN
CHENGDU JINGXIN TECHNOLOGY CO LTD,成都旌信科技有限公司,2024/08/23,0,0,,内地企业,SDN
DONGGUAN BINONG TECHNOLOGY CO LTD,东莞碧浓科技有限公司,2024/08/23,0,0,,内地企业,SDN
DONGGUAN SHENGYIN CNC EQUIPMENT CO LTD,东莞圣寅数控设备有限公司,2024/08/23,0,0,,内地企业,SDN
DOUGONG TRADING HONG KONG LIMITED,,2024/08/23,.,.,,港企,SDN
FEPOOD ELECTRONICS HK CO LIMITED,,2024/08/23,.,.,,港企,SDN
"FOSHAN GOLDEN AGE MOTOR TECHNOLOGY CO., LTD.",佛山登奇机电技术有限公司,2024/08/23,1,1,300161.0,内地企业,SDN
"GENERAL TECHNOLOGY GROUP DALIAN MACHINE 
TOOL IMPORT & EXPORT CO LTD",通用技术集团大连机床进出口有限公司,2024/08/23,1,0,,内地企业,SDN
GRUN GROUP CO LIMITED,,2024/08/23,.,.,,港企,SDN
GUANGZHOU CHIPHOME INFORMATION TECHNOLOGY LIMITED,广州芯享家信息技术有限公司,2024/08/23,0,0,,内地企业,SDN
HENGYE TECH LIMITED,,2024/08/23,.,.,,港企,SDN
HK CINTY CO LIMITED,,2024/08/23,.,.,,港企,SDN
HONG KONG YAYANG TRADING LIMITED,,2024/08/23,.,.,,港企,SDN
HONGKONG CHIP LINE INTERNATIONAL CO,,2024/08/23,.,.,,港企,SDN
HWACHENG CO LIMITED,,2024/08/23,.,.,,港企,SDN
INTERASIA TRADING GROUP LIMITED,,2024/08/23,.,.,,港企,SDN
JINHUA HAIRUN POWER TECHNOLOGY CO LTD,金华市海润动力科技有限公司,2024/08/23,0,0,,内地企业,SDN
KIRA INTERNATIONAL TRADE CO LIMITED,,2024/08/23,.,.,,港企,SDN
LETT TRONIC GROUP LIMITED,,2024/08/23,.,.,,港企,SDN
LL ELECTRONIC LIMITED,,2024/08/23,.,.,,港企,SDN
M STAR INTERNATIONAL TRADING CO LTD,,2024/08/23,.,.,,港企,SDN
MOST DEVELOPMENT LIMITED,,2024/08/23,.,.,,港企,SDN
NEW WALLY TARGET INTERNATIONAL TRADE CO LIMITED,,2024/08/23,.,.,,港企,SDN
NOVATEK CHINA HOLDINGS CO LTD,诺瓦泰克（中国）控股有限公司,2024/08/23,0,0,,内地企业,SDN
QINGDAO HEHUIXIN INTERNATIONAL TRADE CO LTD,青岛合汇鑫国际贸易有限公司,2024/08/23,0,0,,内地企业,SDN
RUI EN KOO TECHNOLOGY CO LIMITED,,2024/08/23,.,.,,港企,SDN
"SHANGHAI OCEANEN ENVIRONMENTAL SCIENCE AND
 TECHNOLOGY CO., LTD. ",上海海奕环境科技有限公司,2024/08/23,0,0,,内地企业,SDN
SHANGHAI TECHINITAL MATERIALS CO LTD,上海科初贸易有限公司,2024/08/23,0,0,,内地企业,SDN
SHENZHEN HUASHUO SEMICONDUCTOR CO LTD,深圳市华朔半导体有限公司,2024/08/23,0,0,,内地企业,SDN
SHENZHEN ROYO TECHNOLOGY CO LIMITED,,2024/08/23,.,.,,港企,SDN
SHENZHEN SHENCHUANGHUI TECHNOLOGY CO LTD,深圳市深创辉科技有限公司,2024/08/23,0,0,,内地企业,SDN
SILIBORN TECHNOLOGY LIMITED,,2024/08/23,.,.,,港企,SDN
SMART KIT TECHNOLOGY LIMITED,,2024/08/23,.,.,,港企,SDN
TIME ART INTERNATIONAL LIMITED,,2024/08/23,.,.,,港企,SDN
UNIVERSAL GOLD HONG KONG LIMITED,,2024/08/23,.,.,,港企,SDN
XIN QUAN ELECTRONICS CO LIMITED,,2024/08/23,.,.,,港企,SDN
YIWU WEISHUO IMPORT AND EXPORT CO LTD,义乌市卫硕进出口有限公司,2024/08/23,0,0,,内地企业,SDN
YLH ELECTRONICS HK CO LIMITED,,2024/08/23,.,.,,港企,SDN
ZVIGENI TECHNOLOGICAL SYSTEMS LIMITED,,2024/08/23,.,.,,港企,SDN
"BEIJING RESEARCH INSTITUTE OF AUTOMATION FOR 
MACHINERY INDUSTRY CO. LTD. ",北京机械工业自动化研究所有限公司,2024/09/12,1,0,,内地企业,SDN
TAI FENG HAI SHIPPING LIMITED,,2024/09/25,.,.,,港企,SDN
STAR OCEAN SHIPMANAGE LTD,青岛海之星船舶管理有限公司,2024/09/25,0,0,,内地企业,SDN
"SHENZHEN BOYU IMPORTS AND EXPORTS CO., LTD.",深圳市博欲进出口有限公司,2024/10/02,0,0,,内地企业,SDN
SHENZHEN JINGHON ELECTRONICS LIMITED,深圳市景鸿电子科技有限公司,2024/10/02,0,0,,内地企业,SDN
CPMIEC SHANGHAI PUDONG COMPANY,中国精密机械进出口有限公司,2006/06/13;2009/12/31;2012/11/08,1,0,,内地企业,SDN
"BEIJING ALITE TECHNOLOGIES CO., LTD.",北京爱立特微电子科技有限公司,2006/06/13;2012/11/08,0,0,,内地企业,SDN
"IRISL CHINA SHIPPING CO., LTD.",伊航船务有限公司,2008/09/10;2012/11/08,1,0,,内地企业,SDN
SEIBOW LOGISTICS LIMITED,,2010/06/16;2011/03/31;2012/11/08,.,.,,港企,SDN
SEIBOW LIMITED,,2010/06/16;2012/11/08,.,.,,港企,SDN
STARS INTERNATIONAL LTD,,2014/07/10;2016/04/15,.,.,,港企,SDN
AERO SKYONE CO. LIMITED,,2015/11/05;2016/04/15,.,.,,港企,SDN
LE-HUA ELECTRONIC FIELD CO. LIMITED,,2015/11/05;2016/04/15,.,.,,港企,SDN
DANDONG HONGXIANG INDUSTRIAL DEVELOPMENT CO LTD,丹东鸿祥实业发展有限公司,2016/09/26;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DALIAN GLOBAL UNITY SHIPPING CO., LTD. ",大连宇联船务代理有限公司,2017/06/29;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG RICH EARTH TRADING CO., LTD.",丹东富地贸易有限公司,2017/08/22;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG TIANFU TRADE CO., LTD. ",丹东天富贸易有限公司,2017/08/22;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG ZHICHENG METALLIC MATERIAL CO., LTD. ",丹东至诚金属材料有限公司,2017/08/22;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"JINHOU INTERNATIONAL HOLDINGS CO., LTD. ",金猴国际控股有限公司,2017/08/22;2018/10/04;2020/05/13,1,0,,内地企业,SDN
"DANDONG DONGYUAN INDUSTRIAL CO., LTD. ",丹东东源实业有限公司,2017/11/21;2018/10/04;2020/05/13,0,0,,内地企业,SDN
DANDONG HONGDA TRADE CO. LTD.,丹东市鸿达贸易有限公司,2017/11/21;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG KEHUA ECONOMY & TRADE CO., LTD. ",丹东科华经贸有限公司,2017/11/21;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DANDONG XIANGHE TRADING CO., LTD. ",丹东祥和商贸有限公司,2017/11/21;2018/10/04;2020/05/13,0,0,,内地企业,SDN
RAYBEAM OPTRONICS CO. LTD.,三河市汉广设备有限公司,2017/07/18;2023/10/18,0,0,,内地企业,SDN
HANA BANKING CORPORATION LTD,韩亚银行（中国）有限公司,2018/01/24;2018/08/15;2018/10/04;2020/05/13,1,0,,内地企业,SDN
"DANDONG JINXIANG TRADE CO., LTD. ",丹东锦祥贸易有限公司,2018/01/24;2018/10/04;2020/0513,0,0,,内地企业,SDN
BEIJING CHENGXING TRADING CO. LTD. ,北京成兴贸易有限公司,2018/01/24;2018/10/04;2020/05/13,0,0,,内地企业,SDN
HUAXIN SHIPPING HONGKONG LTD,,2018/02/23;1018/10/04;2020/05/13,.,.,,港企,SDN
CHANG AN SHIPPING & TECHNOLOGY,,2018/02/23;2018/10/04;2020/05/13,.,.,,港企,SDN
HONGXIANG MARINE HONG KONG LTD,,2018/02/23;2018/10/04;2020/05/13,.,.,,港企,SDN
LIBERTY SHIPPING CO LTD,,2018/02/23;2018/10/04;2020/05/13,.,.,,港企,SDN
SHEN ZHONG INTERNATIONAL SHPG,,2018/02/23;2018/10/04;2020/05/13,.,.,,港企,SDN
WEIHAI WORLD-SHIPPING FREIGHT,威海世航海运有限公司,2018/02/23;2020/05/13,0,0,,内地企业,SDN
"DANDONG ZHONGSHENG INDUSTRY & TRADE CO., LTD.",丹东中盛工贸有限公司,2018/08/03;2018/10/04;2020/05/13,0,0,,内地企业,SDN
"DALIAN SUN MOON STAR INTERNATIONAL LOGISTICS
 TRADING CO.",大连天宝国际物流有限公司,2018/08/15;2018/10/04;2020/05/13,0,0,,内地企业,SDN
YANBIAN SILVERSTAR NETWORK TECHNOLOGY CO.,延边银星网络科技有限公司,2018/09/13;2018/10/04;2020/05/13;2020/11/19,0,0,,内地企业,SDN
DCB FINANCE LIMITED,,2018/10/04;2020/05/13,.,.,,港企,SDN
ESAIL SHIPPING LIMITED,,2018/11/05;2020/06/08,.,.,,港企,SDN
LIAONING DANXING INTERNATIONAL FORWARDING CO. LTD. ,辽宁丹兴国际货运有限公司,2019/03/21;2020/05/13,0,0,,内地企业,SDN
PAMCHEL TRADING BEIJING CO. LTD. ,亚洲庞潮贸易（北京）有限责任公司,2020/01/10;2020/01/13,0,0,,内地企业,SDN
"HEBEI ATUN TRADING CO., LTD. ",河北艾豚商贸有限公司,2021/12/15;2023/02/28,0,0,,内地企业,SDN
VEB ASIA LIMITED,,2022/02/22;2024/07/03,.,.,,港企,SDN
EMC SUD LIMITED,,2022/06/28;2024/07/03,.,.,,港企,SDN
GTLK ASIA LIMITED,,2022/08/02;2024/07/03,.,.,,港企,SDN
"SINNO ELECTRONICS CO., LIMITED",,2022/09/30;2024/07/03,.,.,,港企,SDN
"CHANGSHA TIANYI SPACE SCIENCE AND TECHNOLOGY
 RESEARCH INSTITUTE CO. LTD",长沙天仪空间科技研究院有限公司,2023/01/26;2024/07/03,1,0,,内地企业,SDN
CHINA HEAD AEROSPACE TECHNOLOGY COMPANY ,北京和德宇航技术有限公司,2023/04/12;2024/07/03,1,0,,内地企业,SDN
"KING-PAI TECHNOLOGY HK CO., LIMITED",,2023/04/12;2024/07/03,.,.,,港企,SDN
GOLD MILES LIMITED,,2023/05/19;2023/06/15;2024/07/03,.,.,,港企,SDN
ASIA PACIFIC LINKS LIMITED,,2023/05/19;2024/07/03,.,.,,港企,SDN
"BEIJING LUCHENG WEIYE TECHNOLOGY DEVELOPMENT 
COMPANY LIMITED",北京鲁成伟业科技发展有限公司,2023/05/19;2024/07/03,0,0,,内地企业,SDN
"BEIJING XINGHUA HENGCHENG TECHNOLOGY DEVELOPMENT 
COMPANY LIMITED",北京兴华恒成科技发展有限公司,2023/05/19;2024/07/03,0,0,,内地企业,SDN
IPS PACIFIC COMPANY LIMITED,,2023/05/19;2024/07/03,.,.,,港企,SDN
KRAVERTON CONSTRUCTION AND DEVELOPMENT LIMITED,,2023/05/19;2024/07/03,.,.,,港企,SDN
SHENZHEN YANTU IMPORT EXPORT CO LTD,深圳宴图进出口有限公司,2023/05/19;2024/07/03,1,0,,内地企业,SDN
WELMART GROUP LIMITED,,2023/05/19;2024/07/03,.,.,,港企,SDN
"HANHONG PHARMACEUTICAL TECHNOLOGY CO., LTD.",湖北翰弘化工有限公司,2023/10/03;2024/02/07,0,0,,内地企业,SDN
BEIJING JIAHEHENGDE TECHNOLOGY COMPANY LIMITED,北京嘉贺恒德科技有限责任公司,2023/11/02;2024/07/03,0,0,,内地企业,SDN
BEIJING SHANGYIXIANDA TECHNOLOGY COMPANY LIMITED,北京尚益咸达科技有限责任公司,2023/11/02;2024/07/03,0,0,,内地企业,SDN
BESTOP GLOBLE MFG LIMITED,,2023/11/02;2024/07/03,.,.,,港企,SDN
CHINA TALY AVIATION TECHNOLOGIES CORP. ,中国天利航空科技实业公司,2023/11/02;2024/07/03,0,0,,内地企业,SDN
NEWAY TECHNOLOGIES LIMITED,,2023/11/02;2024/07/03,.,.,,港企,SDN
"BEIJING YUNZE TECHNOLOGY CO., LTD. ",北京云泽科技有限公司,2023/12/12;2024/05/16;2024/07/03,0,0,,内地企业,SDN
ALPHA TRADING INVESTMENTS LIMITED,,2023/12/12;2024/07/03,.,.,,港企,SDN
C&I SEMICONDUCTORS CO LIMITED,,2023/12/12;2024/07/03,.,.,,港企,SDN
CADY TECH HK LIMITED,,2023/12/12;2024/07/03,.,.,,港企,SDN
"CHANG GUANG SATELLITE TECHNOLOGY CO., LTD. ",长光卫星技术股份有限公司,2023/12/12;2024/07/03,1,0,,内地企业,SDN
GREAT SHARE INTERNATIONAL LOGISTICS LIMITED,深圳市大协国际货运代理有限公司,2023/12/12;2024/07/03,0,0,,内地企业,SDN
"IMAXCHIP TECHNOLOGY CO., LIMITED",,2023/12/12;2024/07/03,.,.,,港企,SDN
"IZZITION E-TECHNOLOGY CO., LIMITED",,2023/12/12;2024/07/03,.,.,,港企,SDN
"JARVIS HK CO., LIMITED",,2023/12/12;2024/07/03,.,.,,港企,SDN
KOBI INTERNATIONAL COMPANY,,2023/12/12;2024/07/03,.,.,,港企,SDN
ROBOTRONIX SEMICONDUCTORS LIMITED,,2023/12/12;2024/07/03,.,.,,港企,SDN
SHENG CORE TECHNOLOGY CO LIMITED,晟芯科技有限公司,2023/12/12;2024/07/03,0,0,,内地企业,SDN
"SINO MACHINERY CO., LTD.",安徽新诺精工股份有限公司,2023/12/12;2024/07/03,2,0,,内地企业,SDN
TORDAN INDUSTRY LIMITED,,2023/12/12;2024/07/03,.,.,,港企,SDN
UNITED ELECTRONICS GROUP COMPANY LIMITED,,2023/12/12;2024/07/03,.,.,,港企,SDN
UU INNOVATION TECHNOLOGY CO LTD,悠悠科创（深圳）有限公司,2023/12/12;2024/07/03,0,0,,内地企业,SDN
WARGOS INDUSTRY LIMITED,,2023/12/12;2024/07/03,.,.,,港企,SDN
WAYTOP INDUSTRIAL LIMITED,,2023/12/12;2024/07/03,.,.,,港企,SDN
BELLATRIX ENERGY LIMITED,,2023/12/20;2024/07/03,.,.,,港企,SDN
COVART ENERGY LIMITED,,2023/12/20;2024/07/03,.,.,,港企,SDN
CIELO MARINE LTD,,2024/01/12;2024/01/18,.,.,,港企,SDN
WUHAN MAIWE COMMUNICATION CO LTD,武汉迈威通信股份有限公司,2024/02/23;2024/07/03,2,2,873461.0,内地企业,SDN
ZHEJIANG OULONG ELECTRIC CO LTD,浙江欧珑电气有限公司,2024/02/23;2024/07/03,1,0,,内地企业,SDN
CFU SHIPPING CO LIMITED,,2024/05/01;2024/07/03,.,.,,港企,SDN
"ZHONGCHENG HEAVY EQUIPMENT DEFENSE TECHNOLOGY 
SHANDONG GROUP CO., LTD. ",中成重装防务科技（山东）集团有限公司,2024/05/01;2024/07/03,0,0,,内地企业,SDN
"SHENZHEN RION TECHNOLOGY CO., LTD.",深圳市瑞芬科技有限公司,2024/07/30;2024/10/02,0,0,,内地企业,SDN
CATHAY HARVEST MARINE LTD ,,2024/10/11,.,.,,港企,SDN
DERECTTOR COMPANY LIMITED,,2024/10/11,.,.,,港企,SDN
JAZIRA DAS INTERNATIONAL REFINDED,,2024/10/11,.,.,,港企,SDN
CELIA ARMAS LTD,,2024/10/11,.,.,,港企,SDN
REDLEPUS VECTOR INDUSTRY SHENZHEN CO LTD,红兔矢量实业（深圳）有限公司,2024/10/17,0,0,,内地企业,SDN
"XIAMEN LIMBACH AIRCRAFT ENGINE CO., LTD.",厦门林巴贺航空发动机股份有限公司,2024/10/17,1,0,,内地企业,SDN
AKIRAPHOKIN Thit,,2008/11/13,.,.,,个人,SDN
AL-NASHIRI Ibrahim,,2024/02/27,.,.,,个人,SDN
AL-SHAHARE Ahmed Khaled Yahya,,2024/07/31,.,.,,个人,SDN
AL-WAZIR Ali Abd-Al-Wahhab Muhammad,,2024/06/17,.,.,,个人,SDN
CAI Dafeng,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,.,.,,个人,SDN
CAO Jianming,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,.,.,,个人,SDN
CH'OE So'k-min,Foreign Trade Bank of the Democratic People's Republic of Korea representative,2018/10/04;2020/05/13,.,.,,个人,SDN
CHA Sung Jun,,2017/09/26;2018/10/04;2020/05/13,.,.,,个人,SDN
CHEN Eric,"Chief Executive Officer, Reach Group; Director, Reach Shipping Lines",2020/10/19,.,.,,个人,SDN
CHEN Mingguo,,2021/03/22,.,.,,个人,SDN
CHEN Quanguo,,2020/07/09;2020/07/31,.,.,,个人,SDN
CHEN Tianxin,,2024/07/24,.,.,,个人,SDN
CHEN Ting,,2024/06/12,.,.,,个人,SDN
CHEN Zhu,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,.,.,,个人,SDN
CHENG Hung Man,,2023/04/24,.,.,,个人,SDN
CHERRI Adel Mohamad,,2015/11/05;2016/04/15,.,.,,个人,SDN
CHI Yupeng,"Chairman and Majority Owner, Dandong Zhicheng Metallic Material Co., Ltd.",2017/08/22;2018/10/04;2020/05/13,.,.,,个人,SDN
CHICHENEV Alexey,,2024/06/12,.,.,,个人,SDN
CHOE Chol Min,,2023/06/15;2024/07/24,.,.,,个人,SDN
CHOE Song Nam,Korea Daesong Bank Representative,2018/01/24;2018/10/04;2020/05/13,.,.,,个人,SDN
CHOE Un Jong,,2023/06/15,.,.,,个人,SDN
CHOLING Padma,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,.,.,,个人,SDN
CHU Na,,2018/04/27,.,.,,个人,SDN
CHU Yeyou,,2018/04/27,.,.,,个人,SDN
DAMGHANI Davoud,,2023/06/06,.,.,,个人,SDN
DENG Zhonghua,,2020/11/09;2021/03/17,.,.,,个人,SDN
DING Zhongli,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/11/07;2021/03/17,.,.,,个人,SDN
DONG Wenbo,,2023/09/19,.,.,,个人,SDN
DU Changgen,,2023/10/03,.,.,,个人,SDN
DU Jiaxin,,2024/07/24,.,.,,个人,SDN
FAN Yang,,2023/09/27,.,.,,个人,SDN
FEI Yiren,,2023/05/30,.,.,,个人,SDN
GAN Xuebi,,2023/10/03,.,.,,个人,SDN
GAO Jingfeng,,2022/06/16,.,.,,个人,SDN
GAO Lanfang,,2023/10/03,.,.,,个人,SDN
GAO Qi,,2023/12/08,.,.,,个人,SDN
GAO Yan,,2017/12/21,.,.,,个人,SDN
GONG Jiao,,2023/06/06,.,.,,个人,SDN
GUO Chunyan,,2023/05/30,.,.,,个人,SDN
GUO Ruiguang,,2023/05/30,.,.,,个人,SDN
GUO Yunnian,,2023/05/30,.,.,,个人,SDN
HAGHIGHAT Ghasem,,2023/06/06,.,.,,个人,SDN
HAN Chol Man,,2024/03/27,.,.,,个人,SDN
HAN Dejian,,2024/07/24,.,.,,个人,SDN
HAN Kwon U,"Korea Ryonbong General Corporation Representative in Zhuhai, China",2018/01/24;2018/10/04;2020/05/13,.,.,,个人,SDN
HAO Mingjin,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,.,.,,个人,SDN
HASHEMI Sayyed Ali Seraj,,2021/09/17,.,.,,个人,SDN
HASHEMI Seyed Morteza Minaye,,2021/09/17,.,.,,个人,SDN
HE Daniel Y.,"President, Reach Group",2020/10/19,.,.,,个人,SDN
HE Jiaxuan,,2024/07/01,.,.,,个人,SDN
HO Yong Il,,2017/09/26;2018/10/04;2020/05/13,.,.,,个人,SDN
HONG Jinhua,"Deputy General Manager, Dandong Hongxiang Industrial Development Co Ltd",2017/09/26;2018/10/04;2020/05/13,.,.,,个人,SDN
HU Lianhe,,2023/12/08,.,.,,个人,SDN
HU Xiaoxun,,2023/12/12;2024/07/03,.,.,,个人,SDN
HUO Liujun,,2020/07/09,.,.,,个人,SDN
IMIRBAKI Arken,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,.,.,,个人,SDN
JANG Myong Chol,,2023/11/30,.,.,,个人,SDN
JANG Sung Nam,"Chief of the Tangun Trading Corporation branch in Dalian, China",2017/03/31;2018/10/04;2020/05/13,.,.,,个人,SDN
JI Bingxuan,"Vice-Chairperson, 13th National People's Congress Standing Committee",2020/12/07;2021/03/17,.,.,,个人,SDN
JI Songyan,,2020/07/17,.,.,,个人,SDN
JO Chol Song,Korea Kwangson Banking Corporation Deputy Representative,2017/03/31;2018/10/04;2020/05/13,.,.,,个人,SDN
JONG Man Bok,"Korea Ryonbong General Corporation Representative in Dandong, China",2018/01/24;2018/10/04;2020/05/13,.,.,,个人,SDN
KANG Chol Hak,,2022/01/12,.,.,,个人,SDN
KANG Chol Su,Korea Ryonbong General Corporation Official,2017/03/31;2018/10/04;2020/05/13,.,.,,个人,SDN
