清单名称,时间,批次,英文名,中文名,性质,制裁原因,来源,备注
外交部反制裁清单,2024-05-22,27,IronMountain Solutions,铁山解决方案公司,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,军工企业
外交部反制裁清单,2024-05-22,27,Applied Technologies Group,应用技术集团,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,军工企业
外交部反制裁清单,2024-05-22,27,Axient,阿西恩特公司,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,军工企业
外交部反制裁清单,2024-05-22,27,Kathy Warden,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,诺格CEO
外交部反制裁清单,2024-05-22,27,Matthew Bromberg,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,诺格副总裁
外交部反制裁清单,2024-05-22,27,Benjamin R. Davies,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,诺格副总裁
外交部反制裁清单,2024-05-22,27,Thomas H. Jones,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,诺格副总裁
外交部反制裁清单,2024-05-22,27,Stephen O'Bryan,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,诺格副总裁
外交部反制裁清单,2024-05-22,27,Roshan Roeder,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,诺格副总裁
外交部反制裁清单,2024-05-22,27,Firat H. Gezen,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,通用动力副总裁
外交部反制裁清单,2024-05-22,27,Jason W. Aiken,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,通用动力副总裁
外交部反制裁清单,2024-05-22,27,Amy Gilliland,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,通用动力副总裁
外交部反制裁清单,2024-05-22,27,Christopher J. Brady,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202405/t20240522_11309756.shtml,通用动力副总裁
外交部反制裁清单,2024-06-21,28,Lockheed Martin Missile Systems Integration Laboratory,洛马导弹系统集成实验室,企业,参与对台军售,https://www.fmprc.gov.cn/web/wjb_673085/zfxxgk_674865/gknrlb/fzcqdcs/202406/t20240621_11439508.shtml,军工企业
外交部反制裁清单,2024-06-21,28,Lockheed Martin Advanced Technology Laboratories,洛马先进技术实验室,企业,参与对台军售,https://www.fmprc.gov.cn/web/wjb_673085/zfxxgk_674865/gknrlb/fzcqdcs/202406/t20240621_11439508.shtml,军工企业
外交部反制裁清单,2024-06-21,28,Lockheed Martin Ventures,洛马风险投资,企业,参与对台军售,https://www.fmprc.gov.cn/web/wjb_673085/zfxxgk_674865/gknrlb/fzcqdcs/202406/t20240621_11439508.shtml,军工企业
外交部反制裁清单,2024-06-21,28,James D. Taiclet,待查,个人,参与对台军售,https://www.fmprc.gov.cn/web/wjb_673085/zfxxgk_674865/gknrlb/fzcqdcs/202406/t20240621_11439508.shtml,洛马CEO
外交部反制裁清单,2024-06-21,28,Frank Andrew St. John,待查,个人,参与对台军售,https://www.fmprc.gov.cn/web/wjb_673085/zfxxgk_674865/gknrlb/fzcqdcs/202406/t20240621_11439508.shtml,洛马COO
外交部反制裁清单,2024-06-21,28,Jesus Malave,待查,个人,参与对台军售,https://www.fmprc.gov.cn/web/wjb_673085/zfxxgk_674865/gknrlb/fzcqdcs/202406/t20240621_11439508.shtml,洛马CFO
外交部反制裁清单,2024-07-12,29,Anduril Industries,安杜里尔工业,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,军工企业
外交部反制裁清单,2024-07-12,29,Maritime Tactical Systems,海上战术系统公司,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,军工企业
外交部反制裁清单,2024-07-12,29,Pacific Rim Defense,太平洋防务公司,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,军工企业
外交部反制裁清单,2024-07-12,29,Aevex Aerospace,艾维克斯航空,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,军工企业
外交部反制裁清单,2024-07-12,29,LKD Aerospace,LKD航空,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,军工企业
外交部反制裁清单,2024-07-12,29,Summit Technologies Inc.,峰顶技术公司,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,军工企业
外交部反制裁清单,2024-07-12,29,Wahid Nawabi,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,航境无人机CEO
外交部反制裁清单,2024-07-12,29,Kevin McDonnell,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,安杜里尔CFO
外交部反制裁清单,2024-07-12,29,Brian William Schimpf,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,安杜里尔CEO
外交部反制裁清单,2024-07-12,29,Matthew Marley Grimm,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,安杜里尔COO
外交部反制裁清单,2024-07-12,29,Gregory Michael Kausner,待查,个人,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202407/t20240712_11453049.shtml,安杜里尔副总裁
外交部反制裁清单,2024-08-01,30,Jim McGovern,麦戈文,个人,涉台问题上表现恶劣,https://www.fmprc.gov.cn/wjb_673085/zfxxgk_674865/gknrlb/fzcqdcs/202407/t20240731_11463924.shtml,美国众议员
外交部反制裁清单,2024-09-18,31,Sierra Nevada Corporation,内华达山脉公司,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-09-18,31,Stick Rudder Enterprises LLC,待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-09-18,31,Cubic Corporation,库比克公司,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-09-18,31,S3 AeroDefense,S3航空防务,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-09-18,31,"TCOM, Limited Partnership",TCOM有限合伙,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-09-18,31,TextOre,待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-09-18,31,Planate Management Group,待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-09-18,31,ACT1 Federal,待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-09-18,31,Exovera,待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202409/t20240918_11492303.shtml,军工企业
外交部反制裁清单,2024-10-10,32,Edge Autonomy Operations LLC,待查,企业,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,军工企业
外交部反制裁清单,2024-10-10,32,Huntington Ingalls Industries Inc.,亨廷顿·英格尔斯工业,企业,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,军工企业
外交部反制裁清单,2024-10-10,32,Skydio Inc.,Skydio公司,企业,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,军工企业
外交部反制裁清单,2024-10-10,32,Steven R. Rudder,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,军工企业创始人
外交部反制裁清单,2024-10-10,32,James William Ickes II,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,内华达山脉副总裁
外交部反制裁清单,2024-10-10,32,David Keith Sutton,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,洛马亚洲总监
外交部反制裁清单,2024-10-10,32,Yeong-Tae Pak,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,航境环境副总裁
外交部反制裁清单,2024-10-10,32,Patrick Edward Jankowski,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,诺格印太项目主任
外交部反制裁清单,2024-10-10,32,John Purvis,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,Edge前CEO
外交部反制裁清单,2024-10-10,32,Josh Brungardt,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,Edge COO
外交部反制裁清单,2024-10-10,32,Christopher Douglas Kastner,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,亨廷顿英格CEO
外交部反制裁清单,2024-10-10,32,Adam Bry,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,Skydio联合创始人
外交部反制裁清单,2024-10-10,32,Tom Moss,待查,个人,参与对台军售,https://www.fmprc.gov.cn/eng/xw/wjbxw/202410/t20241011_11505419.html,Skydio亚太总经理
外交部反制裁清单,2024-12-05,33,Teledyne Brown Engineering Inc.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,BRINC Drones Inc.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Rapid Flight LLC,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Red Six Solutions,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Shield AI Inc.,盾牌AI公司,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,SYNEXXUS Inc.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Firestorm Labs Inc.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Kratos Unmanned Aerial Systems Inc.,克拉托斯无人机系统,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,HavocAI,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Neros Technologies,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Cyberlux Corporation,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Domo Tactical Communications,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Group W,待查,企业,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,军工企业
外交部反制裁清单,2024-12-05,33,Barbara Borgonovi,待查,个人,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,雷神海军部门总裁
外交部反制裁清单,2024-12-05,33,Gerard Hueber,待查,个人,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,雷神海军部门副总
外交部反制裁清单,2024-12-05,33,Richard D. Crawford,待查,个人,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,UTC创始人/CEO
外交部反制裁清单,2024-12-05,33,Beth Edler,待查,个人,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,数据链公司总裁
外交部反制裁清单,2024-12-05,33,Blake Resnick,待查,个人,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,BRINC无人机CEO
外交部反制裁清单,2024-12-05,33,Charles Woodburn,待查,个人,参与对台军售,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/xgxw_680534/202412/t20241205_11538936.shtml,BAE Systems CEO
外交部反制裁清单,2024-12-21,34,Uyghur Rights Advocacy Project,维吾尔权利倡导项目,组织,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,加拿大NGO
外交部反制裁清单,2024-12-21,34,Canada-Tibet Committee,加拿大西藏委员会,组织,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,加拿大NGO
外交部反制裁清单,2024-12-21,34,Mehmet Tohti,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,URAP执行主任
外交部反制裁清单,2024-12-21,34,Jasmine Kainth,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,URAP政策主管
外交部反制裁清单,2024-12-21,34,David Matas,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,加拿大人权律师
外交部反制裁清单,2024-12-21,34,Sarah Teich,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,John Packer,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Clive Ansley,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Yonah Diamond,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Justine Bernatchez,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Linden Dales,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Charles Burton,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,URAP政策顾问
外交部反制裁清单,2024-12-21,34,Margarett Mccuaig Johnston,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Marcus Kolga,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Scott Simon,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Conor Healy,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,URAP研究顾问
外交部反制裁清单,2024-12-21,34,Geoffrey Aharon,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,涉疆涉藏人权人士
外交部反制裁清单,2024-12-21,34,Samphe Lhalungpa,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,加藏委员会主席
外交部反制裁清单,2024-12-21,34,Luisa Durante,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,加藏委员会副主席
外交部反制裁清单,2024-12-21,34,Sherap Therchin,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,加藏委员会主任
外交部反制裁清单,2024-12-21,34,Eliza von Baeyer,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,加藏委员会理事
外交部反制裁清单,2024-12-21,34,Youngdoung Tenzin,待查,个人,涉疆涉藏问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241222_11514801.shtml,藏人社区活动人士
外交部反制裁清单,2024-12-27,35,"Insitu, Inc.",待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241227_11520050.shtml,军工企业
外交部反制裁清单,2024-12-27,35,Hudson Technologies Co.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241227_11520050.shtml,军工企业
外交部反制裁清单,2024-12-27,35,"Saronic Technologies, Inc.",待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241227_11520050.shtml,军工企业
外交部反制裁清单,2024-12-27,35,Raytheon Canada,雷神加拿大,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241227_11520050.shtml,军工企业
外交部反制裁清单,2024-12-27,35,Raytheon Australia,雷神澳大利亚,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241227_11520050.shtml,军工企业
外交部反制裁清单,2024-12-27,35,Aerkomm Inc.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241227_11520050.shtml,军工企业
外交部反制裁清单,2024-12-27,35,"Oceaneering International, Inc.",海洋工程国际公司,企业,参与对台军售,https://www.fmprc.gov.cn/wjbxw_new/202412/t20241227_11520050.shtml,军工企业
外交部反制裁清单,2025-01-09,36,Ivan Meyer,待查,个人,涉南非内政,https://www.fmprc.gov.cn/eng/xw/fyrbt/lxjzh/202501/t20250109_11529980.html,南非政党联邦主席
外交部反制裁清单,2025-07-01,37,Francis Tolentino,待查,个人,涉南海问题上表现恶劣,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202507/t20250701_11662098.shtml,菲律宾前参议员
外交部反制裁清单,2025-09-08,38,Hei Seki,石平,个人,散布涉华谬论,https://www.fmprc.gov.cn/web/wjb_673085/zfxxgk_674865/gknrlb/fzcqdcs/202509/t20250908_11704050.shtml,旅日华裔评论家
外交部反制裁清单,2025-12-15,39,Shigeru Iwasaki,岩崎茂,个人,"勾连""台独""分裂势力",https://www.fmprc.gov.cn/web/wjbxw_new/202512/t20251215_11772517.shtml,日本前统合幕僚长
外交部反制裁清单,2025-12-26,40,Northrop Grumman Systems Corporation,诺格系统公司,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,L3Harris Maritime Services,L3哈里斯海事服务,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Boeing in St. Louis,波音圣路易斯,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,"Gibbs & Cox, Inc.",待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Advanced Acoustic Concepts,先进声学概念公司,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,VSE Corporation,VSE公司,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,"Sierra Technical Services, Inc.",待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,"Red Cat Holdings, Inc.",红猫控股,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,"Teal Drones, Inc.",Teal无人机公司,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,ReconCraft,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,High Point Aerotechnologies,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,"Epirus, Inc.",待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Dedrone Holdings Inc.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Area-I,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Blue Force Technologies,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Dive Technologies,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Vantor,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,"Intelligent Epitaxy Technology, Inc.",待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Rhombus Power Inc.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Lazarus Enterprises Inc.,待查,企业,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,军工企业
外交部反制裁清单,2025-12-26,40,Palmer Luckey,帕尔默·拉基,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,安杜里尔创始人
外交部反制裁清单,2025-12-26,40,John Cantillon,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,L3哈里斯副总裁
外交部反制裁清单,2025-12-26,40,Michael J. Carnovale,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,先进声学CEO
外交部反制裁清单,2025-12-26,40,John A. Cuomo,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,VSE公司CEO
外交部反制裁清单,2025-12-26,40,Mitch McDonald,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,Teal无人机总裁
外交部反制裁清单,2025-12-26,40,Anshuman Roy,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,菱形电力CEO
外交部反制裁清单,2025-12-26,40,Dan Smoot,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,Vantor CEO
外交部反制裁清单,2025-12-26,40,Aaditya Devarakonda,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,Dedrone CEO
外交部反制裁清单,2025-12-26,40,Ann Wood,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,高点航空总裁
外交部反制裁清单,2025-12-26,40,Jay Hoflich,待查,个人,参与对台军售,https://www.fmprc.gov.cn/fyrbt_673021/dhdw_673027/202512/t20251226_11787886.shtml,ReconCraft联合创始人
外交部反制裁清单,2026-03-30,41,Keiji Furuya,古屋圭司,个人,涉台问题上表现恶劣,https://www.fmprc.gov.cn/wjbxw_new/202603/t20260330_11883241.shtml,日本众议员
